Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Henri Jokiharju,21,BUF,D,9,1,0,1,-4,0,0.3,1,0,0,0,0,0,0,8,12.5,159,9,5,0,0,,jokihhe01,2020-2021,2021
Caleb Jones,23,EDM,D,7,0,1,1,-1,4,0.1,0,0,0,0,1,0,0,7,0.0,104,5,1,0,0,,jonesca01,2020-2021,2021
Max Jones,22,ANA,LW,7,1,0,1,-2,4,0.0,1,0,0,0,0,0,0,5,20.0,92,1,22,0,0,,jonesma03,2020-2021,2021
Seth Jones,26,CBJ,D,17,1,7,8,-9,10,0.5,0,1,0,0,5,2,0,39,2.6,427,23,32,0,0,,jonesse01,2020-2021,2021
Mathieu Joseph,23,TBL,RW,14,5,3,8,3,4,1.1,4,1,0,2,3,0,0,16,31.3,153,2,20,19,29,39.6,josepma01,2020-2021,2021
Pierre-Olivier Joseph,21,PIT,D,10,1,4,5,2,6,0.9,1,0,0,0,4,0,0,18,5.6,184,4,15,0,0,,joseppi01,2020-2021,2021
Roman Josi,30,NSH,D,15,2,6,8,-5,4,1.0,2,0,0,1,4,2,0,49,4.1,384,28,9,0,0,,josiro01,2020-2021,2021
Tyson Jost,22,COL,C,11,0,1,1,2,6,0.0,0,0,0,0,1,0,0,10,0.0,156,2,7,29,33,46.8,jostty01,2020-2021,2021
Olli Juolevi,22,VAN,D,11,1,0,1,2,0,0.5,1,0,0,0,0,0,0,10,10.0,141,13,11,0,0,,juoleol01,2020-2021,2021
Noah Juulsen,23,FLA,D,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,37,1,8,0,0,,juulsno01,2020-2021,2021
Nazem Kadri,30,COL,C,13,4,4,8,-5,8,0.7,2,2,0,2,3,1,0,37,10.8,219,1,13,106,84,55.8,kadrina01,2020-2021,2021
Dominik Kahun,25,EDM,C,17,2,3,5,2,2,0.3,2,0,0,0,3,0,0,25,8.0,233,7,7,10,9,52.6,kahundo01,2020-2021,2021
Kaapo Kakko,19,NYR,RW,13,2,1,3,-2,6,0.2,2,0,0,0,1,0,0,27,7.4,192,6,5,2,3,40.0,kakkoka01,2020-2021,2021
Arthur Kaliyev,19,LAK,RW,1,1,0,1,-1,0,0.1,1,0,0,0,0,0,0,1,100.0,15,1,0,0,0,,kaliyar01,2020-2021,2021
David Kampf,26,CHI,C,17,0,2,2,-3,8,-0.3,0,0,0,0,2,0,0,21,0.0,238,4,14,115,94,55.0,kampfda01,2020-2021,2021
Evander Kane,29,SJS,LW,14,4,6,10,-1,28,1.0,2,1,1,0,4,2,0,38,10.5,265,4,23,11,7,61.1,kaneev01,2020-2021,2021
Patrick Kane,32,CHI,RW,17,7,15,22,3,10,2.5,5,2,0,0,10,5,0,62,11.3,375,7,5,0,0,,kanepa01,2020-2021,2021
Kasperi Kapanen,24,PIT,RW,11,2,4,6,5,5,0.7,2,0,0,0,4,0,0,20,10.0,169,3,14,0,0,,kapanka01,2020-2021,2021
Kirill Kaprizov,23,MIN,LW,12,3,6,9,2,2,1.0,2,1,0,1,6,0,0,22,13.6,227,3,6,0,2,0.0,kapriki01,2020-2021,2021
Erik Karlsson,30,SJS,D,13,0,4,4,-5,2,0.4,0,0,0,0,2,2,0,23,0.0,333,19,5,0,0,,karlser01,2020-2021,2021
William Karlsson,28,VEG,C,14,3,7,10,3,0,1.0,3,0,0,1,4,3,0,24,12.5,258,10,4,124,102,54.9,karlswi01,2020-2021,2021
Ondrej Kase,25,BOS,RW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,19,0,0,0,0,,kaseon01,2020-2021,2021
Zack Kassian,30,EDM,RW,13,1,2,3,-3,9,0.0,1,0,0,0,2,0,0,12,8.3,162,3,29,0,1,0.0,kassiza01,2020-2021,2021
Martin Kaut,21,COL,RW,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,6,0,0,0,0,,kautma01,2020-2021,2021
Duncan Keith,37,CHI,D,17,0,5,5,-4,14,0.8,0,0,0,0,2,3,0,35,0.0,412,31,9,0,0,,keithdu01,2020-2021,2021
Clayton Keller,22,ARI,C,15,5,5,10,6,12,1.4,3,2,0,2,5,0,0,39,12.8,254,3,2,3,5,37.5,kellecl01,2020-2021,2021
Joel Kellman,26,SJS,F,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,12,1,0,3,3,50.0,kellmjo01,2020-2021,2021
Adrian Kempe,24,LAK,LW,14,4,5,9,-5,8,0.8,3,1,0,1,1,4,0,41,9.8,243,5,11,0,4,0.0,kempead01,2020-2021,2021
Alexander Kerfoot,26,TOR,C,16,2,5,7,0,10,0.5,2,0,0,0,4,1,0,22,9.1,231,12,6,56,79,41.5,kerfoal01,2020-2021,2021
Tanner Kero,28,DAL,RW,8,0,2,2,1,2,0.1,0,0,0,0,2,0,0,7,0.0,99,3,4,5,4,55.6,kerota01,2020-2021,2021
Phil Kessel,33,ARI,RW,15,4,4,8,-7,4,0.6,3,1,0,0,1,3,0,32,12.5,248,5,5,1,2,33.3,kesseph01,2020-2021,2021
Jujhar Khaira,26,EDM,LW,8,2,3,5,2,15,0.6,2,0,0,1,3,0,0,6,33.3,90,3,28,28,45,38.4,khairju01,2020-2021,2021
Alex Killorn,31,TBL,C,14,2,5,7,4,12,0.5,2,0,0,0,4,1,0,29,6.9,264,4,14,0,2,0.0,killoal01,2020-2021,2021
Joel Kiviranta,24,DAL,F,4,1,1,2,2,2,0.3,0,1,0,0,1,0,0,2,50.0,55,1,6,0,0,,kivirjo01,2020-2021,2021
John Klingberg,28,DAL,D,12,2,10,12,-2,8,1.5,1,1,0,0,2,8,0,24,8.3,279,9,10,0,0,,klingjo01,2020-2021,2021
Nikolai Knyzhov,22,SJS,D,14,0,2,2,0,12,0.4,0,0,0,0,2,0,0,12,0.0,176,12,17,0,0,,knyzhni01,2020-2021,2021
Slater Koekkoek,26,EDM,D,14,1,0,1,-7,2,-0.3,1,0,0,0,0,0,0,13,7.7,201,25,6,0,0,,koekksl01,2020-2021,2021
Mikko Koivu,37,CBJ,C,7,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,3,33.3,87,1,10,32,38,45.7,koivumi01,2020-2021,2021
Keegan Kolesar,23,VEG,RW,11,0,2,2,-1,5,0.0,0,0,0,0,2,0,0,10,0.0,86,3,34,2,7,22.2,koleske01,2020-2021,2021
Leo Komarov,34,NYI,C,8,0,2,2,0,5,0.1,0,0,0,0,1,0,1,8,0.0,100,3,20,2,3,40.0,komarle01,2020-2021,2021
Travis Konecny,23,PHI,C,12,5,3,8,4,2,1.0,3,2,0,1,3,0,0,16,31.3,187,4,15,2,4,33.3,konectr01,2020-2021,2021
Anze Kopitar,33,LAK,C,14,4,14,18,2,2,1.9,3,1,0,1,5,9,0,33,12.1,305,10,13,157,138,53.2,kopitan01,2020-2021,2021
Jesperi Kotkaniemi,20,MTL,C,15,1,6,7,6,4,0.7,1,0,0,0,5,1,0,30,3.3,207,7,22,66,80,45.2,kotkaje01,2020-2021,2021
Chris Kreider,29,NYR,LW,14,4,1,5,-6,17,0.4,2,2,0,1,1,0,0,28,14.3,245,11,33,6,11,35.3,kreidch01,2020-2021,2021
David Krejci,34,BOS,C,14,0,10,10,1,10,0.7,0,0,0,0,5,5,0,23,0.0,249,8,5,82,56,59.4,krejcda01,2020-2021,2021
Torey Krug,29,STL,D,16,1,8,9,12,8,1.9,0,1,0,0,7,1,0,34,2.9,352,22,15,0,0,,krugto01,2020-2021,2021
Dominik Kubalík,25,CHI,LW,17,5,9,14,0,10,1.6,2,3,0,1,2,7,0,53,9.4,262,5,14,0,1,0.0,kubaldo01,2020-2021,2021
Karson Kuhlman,25,BOS,C,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,18,0,2,1,1,50.0,kuhlmka01,2020-2021,2021
Dean Kukan,27,CBJ,D,15,1,3,4,1,4,0.7,1,0,0,0,3,0,0,12,8.3,204,16,13,0,0,,kukande01,2020-2021,2021
Brett Kulak,27,MTL,D,13,0,3,3,3,14,0.6,0,0,0,0,3,0,0,15,0.0,183,18,7,0,0,,kulakbr01,2020-2021,2021
Dmitry Kulikov,30,NJD,D,9,0,1,1,4,2,0.4,0,0,0,0,1,0,0,10,0.0,179,14,14,0,0,,kulikdm01,2020-2021,2021
Luke Kunin,23,NSH,C,11,2,1,3,-1,2,0.2,2,0,0,0,1,0,0,18,11.1,162,4,17,8,15,34.8,kuninlu01,2020-2021,2021
Janne Kuokkanen,22,NJD,C,10,1,5,6,3,6,0.6,1,0,0,0,4,1,0,6,16.7,122,2,2,0,3,0.0,kuokkja01,2020-2021,2021
Sean Kuraly,28,BOS,C,14,2,1,3,1,10,0.3,2,0,0,2,1,0,0,27,7.4,193,7,23,62,41,60.2,kuralse01,2020-2021,2021
Philipp Kurashev,21,CHI,C,16,4,4,8,-3,2,0.8,3,1,0,0,2,2,0,20,20.0,207,4,5,17,18,48.6,kurasph01,2020-2021,2021
Evgeny Kuznetsov,28,WSH,C,6,2,2,4,0,4,0.4,1,1,0,0,1,1,0,16,12.5,99,5,2,30,43,41.1,kuzneev01,2020-2021,2021
Jordan Kyrou,22,STL,C,16,6,8,14,2,0,1.6,6,0,0,2,7,1,0,36,16.7,230,1,3,2,2,50.0,kyroujo01,2020-2021,2021
Joel L'Esperance,25,DAL,RW,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,28,0,3,2,3,40.0,lespejo01,2020-2021,2021
Kevin Labanc,25,SJS,RW,14,2,4,6,-2,8,0.4,2,0,0,0,4,0,0,36,5.6,229,4,12,0,0,,labanke01,2020-2021,2021
Sam Lafferty,25,PIT,C,8,0,0,0,-5,2,-0.3,0,0,0,0,0,0,0,6,0.0,61,3,20,11,6,64.7,laffesa01,2020-2021,2021
Alexis Lafreniere,19,NYR,LW,14,1,0,1,-7,2,-0.4,1,0,0,1,0,0,0,20,5.0,206,3,18,7,6,53.8,lafreal01,2020-2021,2021
William Lagesson,24,EDM,D,8,0,2,2,3,2,0.5,0,0,0,0,2,0,0,4,0.0,104,6,6,0,0,,lageswi01,2020-2021,2021
Patrik Laine,22,CBJ,RW,7,4,2,6,-3,11,0.7,3,1,0,0,2,0,0,11,36.4,124,3,7,0,0,,lainepa01,2020-2021,2021
Patrik Laine,22,WPG,RW,1,2,1,3,1,4,0.5,2,0,0,1,0,1,0,3,66.7,16,1,3,1,1,50.0,lainepa01,2020-2021,2021
Juho Lammikko,25,FLA,RW,7,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,4,0.0,66,4,4,16,21,43.2,lammiju01,2020-2021,2021
Gabriel Landeskog,28,COL,LW,11,3,5,8,1,8,0.9,3,0,0,2,4,1,0,32,9.4,224,6,20,52,29,64.2,landega01,2020-2021,2021
Dylan Larkin,24,DET,C,17,4,5,9,-5,13,0.6,4,0,0,0,3,2,0,57,7.0,356,5,15,158,142,52.7,larkidy01,2020-2021,2021
Adam Larsson,28,EDM,D,17,2,2,4,-3,12,0.5,2,0,0,0,2,0,0,18,11.1,304,50,43,0,0,,larssad01,2020-2021,2021
Jacob Larsson,23,ANA,D,16,0,2,2,-3,2,0.5,0,0,0,0,2,0,0,11,0.0,264,22,6,0,0,,larssja01,2020-2021,2021
Johan Larsson,28,ARI,LW,13,1,0,1,-5,11,-0.2,1,0,0,0,0,0,0,10,10.0,176,9,11,80,87,47.9,larssjo02,2020-2021,2021
Scott Laughton,26,PHI,C,13,4,5,9,6,10,1.1,4,0,0,1,5,0,0,17,23.5,197,8,30,49,71,40.8,laughsc01,2020-2021,2021
Jeremy Lauzon,23,BOS,D,14,0,3,3,-2,21,0.7,0,0,0,0,3,0,0,21,0.0,277,16,39,0,0,,lauzoje01,2020-2021,2021
Curtis Lazar,25,BUF,C,10,3,1,4,1,0,0.6,3,0,0,0,1,0,0,11,27.3,121,2,25,15,17,46.9,lazarcu01,2020-2021,2021
Nick Leddy,29,NYI,D,15,1,7,8,-4,0,1.2,0,1,0,0,4,3,0,24,4.2,316,14,15,0,0,,leddyni01,2020-2021,2021
Anders Lee,30,NYI,LW,15,7,3,10,6,4,1.6,4,3,0,2,2,1,0,51,13.7,278,10,16,40,44,47.6,leean01,2020-2021,2021
Artturi Lehkonen,25,MTL,LW,15,2,2,4,2,2,0.3,0,0,2,0,2,0,0,26,7.7,199,7,27,3,2,60.0,lehkoar01,2020-2021,2021
Mikko Lehtonen,27,TOR,D,6,0,3,3,3,2,0.6,0,0,0,0,2,1,0,1,0.0,64,0,3,0,0,,lehtomi03,2020-2021,2021
Josh Leivo,27,CGY,LW,13,0,2,2,-5,4,-0.2,0,0,0,0,2,0,0,16,0.0,155,0,7,2,4,33.3,leivojo01,2020-2021,2021
Brendan Lemieux,24,NYR,LW,13,1,3,4,3,15,0.5,1,0,0,0,3,0,0,16,6.3,128,7,23,3,11,21.4,lemiebr01,2020-2021,2021
John Leonard,22,SJS,LW,9,1,2,3,-7,0,0.0,0,1,0,0,2,0,0,12,8.3,113,4,2,0,0,,leonajo01,2020-2021,2021
Kris Letang,33,PIT,D,13,0,7,7,1,10,1.0,0,0,0,0,5,2,0,28,0.0,322,17,24,0,0,,letankr01,2020-2021,2021
Vinni Lettieri,25,ANA,C,1,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,14,0,4,0,0,,lettivi01,2020-2021,2021
Trevor Lewis,34,WPG,C,15,1,2,3,2,0,0.2,0,0,1,0,2,0,0,14,7.1,141,7,16,3,2,60.0,lewistr01,2020-2021,2021
Oskar Lindblom,24,PHI,LW,13,2,2,4,-1,0,0.1,2,0,0,0,2,0,0,19,10.5,199,9,10,0,0,,lindbos01,2020-2021,2021
Esa Lindell,26,DAL,D,12,1,0,1,4,4,0.8,0,0,1,0,0,0,0,22,4.5,288,20,14,0,0,,lindees01,2020-2021,2021
Ryan Lindgren,22,NYR,D,14,0,3,3,2,8,0.9,0,0,0,0,3,0,0,12,0.0,281,8,22,0,0,,lindgry01,2020-2021,2021
Elias Lindholm,26,CGY,C,15,5,11,16,3,12,1.8,3,2,0,2,5,6,0,39,12.8,320,9,20,143,130,52.4,lindhel01,2020-2021,2021
Hampus Lindholm,27,ANA,D,16,2,4,6,0,12,1.5,2,0,0,0,3,1,0,27,7.4,365,17,9,0,0,,lindhha01,2020-2021,2021
Par Lindholm,29,BOS,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,0,0,4,1,80.0,lindhpa01,2020-2021,2021
Blake Lizotte,23,LAK,C,8,2,0,2,-3,6,0.1,2,0,0,0,0,0,0,10,20.0,106,3,3,39,33,54.2,lizotbl01,2020-2021,2021
Ryan Lomberg,26,FLA,LW,5,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,5,0.0,49,0,16,0,0,,lombery01,2020-2021,2021
Steven Lorentz,24,CAR,C,5,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,2,0.0,58,1,6,14,9,60.9,lorenst01,2020-2021,2021
Adam Lowry,27,WPG,LW,15,4,6,10,2,5,1.0,4,0,0,1,4,2,0,30,13.3,241,8,35,103,114,47.5,lowryad01,2020-2021,2021
Milan Lucic,32,CGY,LW,15,4,3,7,1,10,0.9,4,0,0,0,3,0,0,17,23.5,179,6,40,4,5,44.4,lucicmi01,2020-2021,2021
Matt Luff,23,LAK,RW,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,41,2,2,1,1,50.0,luffma01,2020-2021,2021
Isac Lundestrom,21,ANA,C,9,2,0,2,1,0,0.3,2,0,0,0,0,0,0,12,16.7,127,6,2,32,31,50.8,lundeis01,2020-2021,2021
Eetu Luostarinen,22,FLA,C,13,2,4,6,-3,8,0.3,2,0,0,1,4,0,0,12,16.7,193,12,15,74,73,50.3,luostee01,2020-2021,2021
Ilya Lyubushkin,26,ARI,D,6,0,0,0,-4,0,-0.2,0,0,0,0,0,0,0,3,0.0,83,12,14,0,0,,lyubuil01,2020-2021,2021
Olli Maatta,26,LAK,D,10,0,1,1,-2,2,0.1,0,0,0,0,1,0,0,14,0.0,170,11,15,0,0,,maattol01,2020-2021,2021
Kurtis MacDermid,26,LAK,D,10,1,1,2,-5,14,0.1,1,0,0,0,1,0,0,8,12.5,138,15,13,0,0,,macdeku01,2020-2021,2021
Jacob MacDonald,27,COL,D,4,0,0,0,1,2,0.2,0,0,0,0,0,0,0,10,0.0,62,3,2,0,0,,macdoja02,2020-2021,2021
Mackenzie MacEachern,26,STL,LW,5,0,1,1,1,2,0.0,0,0,0,0,1,0,0,4,0.0,50,1,2,1,0,100.0,maceama01,2020-2021,2021
Zack MacEwen,24,VAN,C,11,1,0,1,2,12,0.1,1,0,0,0,0,0,0,14,7.1,85,2,22,2,1,66.7,macewza01,2020-2021,2021
Connor Mackey,24,CGY,D,2,0,1,1,1,6,0.2,0,0,0,0,1,0,0,1,0.0,28,0,0,0,0,,mackeco01,2020-2021,2021
Nathan MacKinnon,25,COL,C,12,3,12,15,7,2,1.8,1,2,0,0,8,4,0,49,6.1,247,6,8,66,72,47.8,mackina01,2020-2021,2021
Philippe Maillet,28,WSH,F,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,8,0,1,2,2,50.0,maillph01,2020-2021,2021
Cale Makar,22,COL,D,11,1,11,12,9,2,2.5,1,0,0,0,5,6,0,24,4.2,264,7,12,0,0,,makarca01,2020-2021,2021
Evgeni Malkin,34,PIT,C,14,3,4,7,-4,2,0.4,2,1,0,0,4,0,0,32,9.4,264,8,9,71,76,48.3,malkiev01,2020-2021,2021
Sean Malone,25,NSH,C,1,0,1,1,-1,2,0.0,0,0,0,0,1,0,0,1,0.0,11,0,0,4,4,50.0,malonse01,2020-2021,2021
Mikhail Maltsev,22,NJD,LW,2,1,0,1,2,0,0.2,1,0,0,0,0,0,0,6,16.7,24,1,2,12,9,57.1,maltsmi01,2020-2021,2021
Andrew Mangiapane,24,CGY,LW,15,4,3,7,0,8,0.7,4,0,0,1,2,1,0,22,18.2,247,14,14,1,6,14.3,mangian01,2020-2021,2021
Josh Manson,29,ANA,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,47,1,3,0,0,,mansojo01,2020-2021,2021
Anthony Mantha,26,DET,RW,16,5,4,9,-7,4,0.7,4,1,0,0,4,0,0,42,11.9,287,4,14,8,6,57.1,manthan01,2020-2021,2021
Brad Marchand,32,BOS,LW,14,9,9,18,7,4,2.6,6,2,1,1,3,5,1,40,22.5,281,3,11,3,4,42.9,marchbr03,2020-2021,2021
Jonathan Marchessault,30,VEG,C,14,5,6,11,5,22,1.4,4,1,0,1,6,0,0,36,13.9,230,3,15,9,11,45.0,audymjo01,2020-2021,2021
Mason Marchment,25,FLA,F,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,8,0,3,0,0,,marchma01,2020-2021,2021
John Marino,23,PIT,D,14,0,2,2,-2,6,0.2,0,0,0,0,2,0,0,14,0.0,329,17,19,0,0,,marinjo01,2020-2021,2021
Patrick Marleau,41,SJS,C,14,0,2,2,-5,0,-0.3,0,0,0,0,2,0,0,12,0.0,173,4,6,33,34,49.3,marlepa01,2020-2021,2021
Mitch Marner,23,TOR,RW,16,7,16,23,11,8,2.8,7,0,0,2,9,7,0,42,16.7,368,8,5,2,0,100.0,marnemi01,2020-2021,2021
Pat Maroon,32,TBL,LW,14,1,3,4,4,19,0.3,1,0,0,0,2,1,0,13,7.7,162,3,19,2,6,25.0,maroopa01,2020-2021,2021
Matt Martin,31,NYI,LW,15,1,2,3,-1,4,0.2,1,0,0,0,2,0,0,19,5.3,155,7,48,0,5,0.0,martima02,2020-2021,2021
Alec Martinez,33,VEG,D,14,0,8,8,9,8,1.9,0,0,0,0,5,3,0,17,0.0,331,50,17,0,0,,martial01,2020-2021,2021
Jordan Martinook,28,CAR,LW,10,1,3,4,-3,2,0.1,1,0,0,0,3,0,0,11,9.1,122,1,15,30,24,55.6,martijo01,2020-2021,2021
Mike Matheson,26,PIT,D,6,0,1,1,1,8,0.3,0,0,0,0,1,0,0,12,0.0,117,5,5,0,0,,mathemi01,2020-2021,2021
Stefan Matteau,26,CBJ,LW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,0,4,0,0,,mattest02,2020-2021,2021
Auston Matthews,23,TOR,C,15,13,7,20,7,2,3.0,9,4,0,5,7,0,0,65,20.0,331,17,21,144,129,52.7,matthau01,2020-2021,2021
Scott Mayfield,28,NYI,D,15,1,2,3,-4,2,0.6,1,0,0,0,2,0,0,22,4.5,295,26,17,0,0,,mayfisc01,2020-2021,2021
Gerald Mayhew,28,MIN,F,3,0,1,1,1,0,0.1,0,0,0,0,0,1,0,4,0.0,38,3,5,0,1,0.0,mayhege01,2020-2021,2021
Charlie McAvoy,23,BOS,D,14,1,10,11,5,16,2.2,1,0,0,0,6,3,1,26,3.8,341,29,20,0,0,,mcavoch01,2020-2021,2021
Jake McCabe,27,BUF,D,11,1,2,3,2,9,1.1,1,0,0,0,2,0,0,13,7.7,212,13,18,0,0,,mccabja01,2020-2021,2021
Jared McCann,24,PIT,C,11,2,3,5,2,2,0.6,1,1,0,0,3,0,0,17,11.8,131,3,11,7,13,35.0,mccanja01,2020-2021,2021
Michael McCarron,25,NSH,RW,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,21,0,2,7,9,43.8,mccarmi01,2020-2021,2021
Max McCormick,28,CAR,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,9,0,5,0,0,,mccorma01,2020-2021,2021
Connor McDavid,24,EDM,C,17,9,21,30,1,10,3.3,5,4,0,3,12,9,0,68,13.2,382,6,19,110,115,48.9,mcdavco01,2020-2021,2021
Ryan McDonagh,31,TBL,D,14,1,4,5,7,6,1.3,1,0,0,0,4,0,0,26,3.8,312,28,23,0,0,,mcdonry01,2020-2021,2021
Brock McGinn,26,CAR,LW,13,7,2,9,3,4,1.3,6,0,1,0,2,0,0,25,28.0,199,5,16,2,5,28.6,mcginbr01,2020-2021,2021
Michael McLeod,22,NJD,C,10,3,1,4,3,7,0.5,3,0,0,1,1,0,0,13,23.1,132,1,20,55,58,48.7,mcleomi01,2020-2021,2021
Connor McMichael,20,WSH,C,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,10,0,0,1,0,100.0,mcmicco01,2020-2021,2021
Brayden McNabb,30,VEG,D,7,0,0,0,-1,4,0.1,0,0,0,0,0,0,0,5,0.0,136,14,18,0,0,,mcnabbr01,2020-2021,2021
Jayson Megna,30,COL,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,17,0,3,2,0,100.0,megnaja01,2020-2021,2021
Timo Meier,24,SJS,RW,14,2,5,7,-2,6,0.5,2,0,0,0,1,4,0,45,4.4,214,3,27,2,3,40.0,meierti01,2020-2021,2021
Nicolas Meloche,23,SJS,D,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0.0,16,0,1,0,0,,melocni01,2020-2021,2021
Nicholas Merkley,23,NJD,RW,4,1,2,3,2,0,0.4,1,0,0,0,2,0,0,7,14.3,44,0,6,1,1,50.0,merklni01,2020-2021,2021
Dakota Mermis,27,MIN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,17,2,5,0,0,,mermida01,2020-2021,2021
Jonathon Merrill,28,DET,D,11,0,2,2,-1,2,0.5,0,0,0,0,2,0,0,10,0.0,225,17,9,0,0,,merrijo01,2020-2021,2021
Victor Mete,22,MTL,D,3,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,46,4,3,0,0,,metevi01,2020-2021,2021
Jacob Middleton,25,SJS,D,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,9,1,2,0,0,,middlja01,2020-2021,2021
Ilya Mikheyev,26,TOR,F,16,1,3,4,-1,2,0.0,1,0,0,1,3,0,0,24,4.2,240,10,12,2,0,100.0,mikheil01,2020-2021,2021
Niko Mikkola,24,STL,D,9,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,7,0.0,119,14,8,0,0,,mikkoni01,2020-2021,2021
Sonny Milano,24,ANA,LW,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,6,0.0,29,0,3,0,0,,milanso01,2020-2021,2021
Colin Miller,28,BUF,D,12,1,2,3,-10,4,0.2,0,1,0,0,1,1,0,14,7.1,217,12,23,0,0,,milleco02,2020-2021,2021
J.T. Miller,27,VAN,C,16,3,11,14,-4,8,1.1,2,1,0,1,4,7,0,28,10.7,322,7,44,41,38,51.9,millejt01,2020-2021,2021
K'Andre Miller,21,NYR,D,13,1,3,4,5,4,1.3,1,0,0,0,2,0,1,16,6.3,254,19,20,0,0,,milleka01,2020-2021,2021
Kevan Miller,33,BOS,D,14,0,2,2,0,9,0.7,0,0,0,0,2,0,0,14,0.0,262,9,30,0,0,,milleke03,2020-2021,2021
Ian Mitchell,22,CHI,D,17,1,1,2,-5,2,0.3,1,0,0,0,1,0,0,15,6.7,259,17,8,0,0,,mitchia01,2020-2021,2021
Casey Mittelstadt,22,BUF,C,2,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,0,,21,1,0,2,1,66.7,mitteca01,2020-2021,2021
Sean Monahan,26,CGY,C,15,2,10,12,0,6,1.0,1,1,0,1,7,3,0,35,5.7,280,5,8,105,117,47.3,monahse01,2020-2021,2021
Brandon Montour,26,BUF,D,10,0,2,2,-6,8,0.3,0,0,0,0,2,0,0,17,0.0,210,12,8,0,0,,montobr01,2020-2021,2021
John Moore,30,BOS,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,24,0,2,0,0,,moorejo01,2020-2021,2021
Trevor Moore,25,LAK,LW,14,1,5,6,1,4,0.5,1,0,0,0,5,0,0,17,5.9,176,3,8,2,2,50.0,mooretr01,2020-2021,2021
Samuel Morin,25,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,6,1,3,0,0,,morinsa01,2020-2021,2021
Josh Morrissey,25,WPG,D,15,0,7,7,-1,2,0.8,0,0,0,0,4,3,0,25,0.0,356,21,13,0,0,,morrijo04,2020-2021,2021
Tyler Motte,25,VAN,C,15,5,1,6,-1,12,0.7,5,0,0,1,1,0,0,29,17.2,240,16,70,11,18,37.9,mottety01,2020-2021,2021
Connor Murphy,27,CHI,D,13,2,3,5,-1,2,1.1,2,0,0,1,2,0,1,22,9.1,296,28,25,0,0,,murphco02,2020-2021,2021
Ryan Murray,27,NJD,D,9,0,2,2,2,0,0.4,0,0,0,0,2,0,0,5,0.0,193,13,4,0,0,,murrary01,2020-2021,2021
Jake Muzzin,31,TOR,D,16,1,8,9,6,15,1.6,1,0,0,0,7,1,0,29,3.4,345,29,31,0,0,,muzzija01,2020-2021,2021
Philippe Myers,24,PHI,D,8,0,3,3,3,4,0.5,0,0,0,0,3,0,0,11,0.0,155,8,13,0,0,,myersph01,2020-2021,2021
Tyler Myers,30,VAN,D,19,2,7,9,-1,35,1.5,1,0,1,1,5,1,1,31,6.5,426,31,17,0,0,,myersty01,2020-2021,2021
Vladislav Namestnikov,28,DET,C,17,4,2,6,-6,4,0.4,4,0,0,0,2,0,0,35,11.4,274,14,24,42,49,46.2,namesvl01,2020-2021,2021
Riley Nash,31,CBJ,C,16,1,1,2,1,0,0.0,1,0,0,0,1,0,0,19,5.3,206,6,15,72,82,46.8,nashri02,2020-2021,2021
James Neal,33,EDM,LW,9,2,1,3,-2,0,0.2,1,1,0,0,1,0,0,22,9.1,119,0,10,1,2,33.3,nealja01,2020-2021,2021
