Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EVG,PPG,SHG,GWG,EVA,PPA,SHA,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,pid,Year,YR_INT
Dylan Larkin,23,DET,C,71,19,34,53,-21,39,4.5,14,5,0,0,25,9,0,223,8.5,1509,45,52,715,647,52.5,larkidy01,2019-2020,2020
Adam Larsson,27,EDM,D,49,1,5,6,0,35,1.8,1,0,0,0,5,0,0,61,1.6,972,82,112,0,0,,larssad01,2019-2020,2020
Jacob Larsson,22,ANA,D,60,2,9,11,-9,12,1.7,2,0,0,0,9,0,0,58,3.4,969,57,34,0,0,,larssja01,2019-2020,2020
Johan Larsson,27,BUF,LW,62,6,12,18,8,26,1.3,6,0,0,0,12,0,0,60,10.0,924,31,85,322,347,48.1,larssjo02,2019-2020,2020
Brian Lashoff,29,DET,D,9,0,1,1,1,6,0.4,0,0,0,0,1,0,0,6,0.0,131,7,16,0,0,,lashobr01,2019-2020,2020
Scott Laughton,25,PHI,C,49,13,14,27,13,26,3.3,13,0,0,2,14,0,0,74,17.6,716,26,109,146,125,53.9,laughsc01,2019-2020,2020
Jeremy Lauzon,22,BOS,D,19,1,1,2,5,29,0.9,1,0,0,0,1,0,0,20,5.0,293,23,32,0,0,,lauzoje01,2019-2020,2020
Curtis Lazar,24,BUF,C,38,5,5,10,-3,9,0.7,5,0,0,0,4,0,1,33,15.2,450,24,70,185,176,51.2,lazarcu01,2019-2020,2020
Nick Leddy,28,NYI,D,60,3,18,21,-1,14,3.7,2,1,0,0,15,3,0,72,4.2,1267,72,62,0,0,,leddyni01,2019-2020,2020
Anders Lee,29,NYI,LW,68,20,23,43,8,47,4.7,18,2,0,6,18,5,0,195,10.3,1244,50,102,90,109,45.2,leean01,2019-2020,2020
Artturi Lehkonen,24,MTL,LW,70,13,14,27,2,24,2.4,12,0,1,1,14,0,0,140,9.3,1080,38,120,12,14,46.2,lehkoar01,2019-2020,2020
Brendan Leipsic,25,WSH,LW,61,3,8,11,3,13,0.5,3,0,0,1,7,1,0,49,6.1,559,20,57,9,12,42.9,leipsbr01,2019-2020,2020
Josh Leivo,26,VAN,LW,36,7,12,19,0,4,1.7,7,0,0,0,7,5,0,69,10.1,540,8,17,10,7,58.8,leivojo01,2019-2020,2020
Brendan Lemieux,23,NYR,LW,59,6,12,18,-14,111,0.4,3,2,1,0,8,3,1,86,7.0,759,52,164,18,31,36.7,lemiebr01,2019-2020,2020
Otto Leskinen,22,MTL,D,5,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,51,1,13,0,0,,leskiot01,2019-2020,2020
Kris Letang,32,PIT,D,61,15,29,44,0,38,7.4,9,6,0,2,20,9,0,177,8.5,1569,91,101,0,0,,letankr01,2019-2020,2020
Mark Letestu,34,WPG,C,7,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,5,0.0,74,5,3,25,21,54.3,letesma01,2019-2020,2020
Maxim Letunov,23,SJS,C,3,1,0,1,0,0,0.2,1,0,0,0,0,0,0,3,33.3,27,1,0,3,3,50.0,letunma01,2019-2020,2020
Tyler Lewington,25,WSH,D,6,0,0,0,-2,17,-0.1,0,0,0,0,0,0,0,2,0.0,61,7,13,0,0,,lewinty01,2019-2020,2020
Trevor Lewis,33,LAK,C,56,6,6,12,-7,16,0.6,6,0,0,1,6,0,0,92,6.5,666,22,68,45,71,38.8,lewistr01,2019-2020,2020
Jakob Lilja,26,CBJ,F,37,2,3,5,5,2,0.4,2,0,0,0,3,0,0,23,8.7,366,25,18,2,2,50.0,liljaja01,2019-2020,2020
Timothy Liljegren,20,TOR,D,11,0,1,1,-5,2,-0.2,0,0,0,0,1,0,0,2,0.0,113,10,8,0,0,,liljeti01,2019-2020,2020
Oskar Lindblom,23,PHI,LW,30,11,7,18,4,4,2.2,8,3,0,0,6,1,0,72,15.3,528,16,31,13,19,40.6,lindbos01,2019-2020,2020
Esa Lindell,25,DAL,D,69,3,20,23,5,12,5.4,2,1,0,2,11,6,3,98,3.1,1615,127,89,0,0,,lindees01,2019-2020,2020
Ryan Lindgren,21,NYR,D,60,1,13,14,16,47,3.2,1,0,0,0,13,0,0,47,2.1,994,70,94,0,0,,lindgry01,2019-2020,2020
Anton Lindholm,25,COL,D,4,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,47,5,5,0,0,,lindhan01,2019-2020,2020
Elias Lindholm,25,CGY,C,70,29,25,54,-8,22,6.1,21,8,0,7,14,11,0,169,17.2,1381,41,93,395,406,49.3,lindhel01,2019-2020,2020
Hampus Lindholm,26,ANA,D,55,2,20,22,-10,34,3.0,1,1,0,1,11,7,2,109,1.8,1269,71,34,0,0,,lindhha01,2019-2020,2020
Par Lindholm,28,BOS,C,40,3,3,6,6,4,0.4,3,0,0,1,3,0,0,35,8.6,450,26,23,132,156,45.8,lindhpa01,2019-2020,2020
Gustav Lindstrom,21,DET,D,16,0,1,1,-6,14,0.1,0,0,0,0,0,1,0,9,0.0,265,15,19,0,0,,lindsgu01,2019-2020,2020
Bryan Little,32,WPG,RW,7,2,3,5,4,2,0.7,2,0,0,1,3,0,0,13,15.4,113,3,3,48,58,45.3,littlbr01,2019-2020,2020
Blake Lizotte,22,LAK,C,65,6,17,23,-4,20,1.5,2,2,2,0,15,1,1,87,6.9,907,22,42,312,310,50.2,lizotbl01,2019-2020,2020
Adam Lowry,26,WPG,LW,49,4,6,10,-4,23,0.0,3,0,1,1,5,0,1,68,5.9,733,22,137,349,300,53.8,lowryad01,2019-2020,2020
Milan Lucic,31,CGY,LW,68,8,12,20,-6,54,1.2,3,5,0,1,9,3,0,83,9.6,907,20,198,20,26,43.5,lucicmi01,2019-2020,2020
Matt Luff,22,LAK,RW,18,1,4,5,-5,2,0.1,1,0,0,0,4,0,0,25,4.0,187,5,16,0,3,0.0,luffma01,2019-2020,2020
Isac Lundestrom,20,ANA,C,15,0,4,4,-2,0,0.0,0,0,0,0,3,1,0,10,0.0,209,8,5,65,74,46.8,lundeis01,2019-2020,2020
Eetu Luostarinen,21,CAR,C,8,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,9,0.0,80,2,9,33,30,52.4,luostee01,2019-2020,2020
Joona Luoto,22,WPG,F,16,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,9,0.0,105,8,10,0,0,,luotojo01,2019-2020,2020
Ilya Lyubushkin,25,ARI,D,51,0,4,4,4,18,1.6,0,0,0,0,4,0,0,41,0.0,724,53,151,0,0,,lyubuil01,2019-2020,2020
Olli Maatta,25,CHI,D,65,4,13,17,0,20,3.0,4,0,0,0,11,0,2,80,5.0,1197,110,119,0,0,,maattol01,2019-2020,2020
Kurtis MacDermid,25,LAK,D,45,3,5,8,-9,47,1.3,3,0,0,0,4,0,1,51,5.9,617,43,95,0,0,,macdeku01,2019-2020,2020
Mackenzie MacEachern,25,STL,LW,51,7,3,10,2,33,1.1,7,0,0,2,3,0,0,63,11.1,457,13,82,1,3,25.0,maceama01,2019-2020,2020
Zack MacEwen,23,VAN,C,17,5,1,6,6,20,1.0,5,0,0,0,1,0,0,17,29.4,163,5,41,1,1,50.0,macewza01,2019-2020,2020
Ryan MacInnis,23,CBJ,C,10,0,1,1,1,0,0.0,0,0,0,0,1,0,0,13,0.0,94,3,8,10,17,37.0,macinry01,2019-2020,2020
Nathan MacKinnon,24,COL,C,69,35,58,93,13,12,10.8,23,12,0,4,39,19,0,318,11.0,1464,31,51,363,478,43.2,mackina01,2019-2020,2020
Josh Mahura,21,ANA,D,11,1,3,4,-3,2,0.5,1,0,0,0,3,0,0,11,9.1,179,11,2,0,0,,mahurjo01,2019-2020,2020
Cale Makar,21,COL,D,57,12,38,50,12,12,7.7,8,4,0,4,23,15,0,121,9.9,1198,47,45,0,0,,makarca01,2019-2020,2020
Beck Malenstyn,21,WSH,LW,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,28,1,5,0,0,,malenbe01,2019-2020,2020
Denis Malgin,23,FLA,C,36,4,8,12,-6,12,0.6,3,1,0,0,7,0,1,47,8.5,445,13,26,65,98,39.9,malgide01,2019-2020,2020
Denis Malgin,23,TOR,C,8,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,3,0.0,83,3,9,0,0,,malgide01,2019-2020,2020
Evgeni Malkin,33,PIT,C,55,25,49,74,7,58,8.5,18,7,0,5,32,17,0,171,14.6,1074,22,38,441,435,50.3,malkiev01,2019-2020,2020
Andrew Mangiapane,23,CGY,LW,68,17,15,32,4,18,3.8,17,0,0,2,14,1,0,109,15.6,932,25,73,12,31,27.9,mangian01,2019-2020,2020
Brandon Manning,29,EDM,D,9,1,0,1,-1,17,0.2,1,0,0,0,0,0,0,8,12.5,99,6,10,0,0,,mannibr01,2019-2020,2020
Josh Manson,28,ANA,D,50,1,8,9,-10,37,1.3,1,0,0,0,7,0,1,64,1.6,1032,65,113,0,0,,mansojo01,2019-2020,2020
Anthony Mantha,25,DET,RW,43,16,22,38,-7,34,4.1,10,6,0,3,19,3,0,137,11.7,812,25,49,16,22,42.1,manthan01,2019-2020,2020
Brad Marchand,31,BOS,LW,70,28,59,87,25,82,10.4,22,5,1,5,34,23,2,185,15.1,1362,19,55,22,29,43.1,marchbr03,2019-2020,2020
Jonathan Marchessault,29,VEG,C,66,22,25,47,6,28,5.4,16,6,0,3,19,6,0,235,9.4,1141,12,99,58,78,42.6,audymjo01,2019-2020,2020
Mason Marchment,24,TOR,F,4,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,32,0,3,1,0,100.0,marchma01,2019-2020,2020
Martin Marincin,27,TOR,D,26,1,3,4,-1,14,0.6,1,0,0,1,3,0,0,28,3.6,395,43,22,0,0,,marinma01,2019-2020,2020
John Marino,22,PIT,D,56,6,20,26,17,20,5.6,5,1,0,0,17,3,0,61,9.8,1134,77,72,0,0,,marinjo01,2019-2020,2020
Patrick Marleau,40,SJS,C,58,10,10,20,-5,12,1.6,9,1,0,3,10,0,0,101,9.9,905,22,48,29,27,51.8,marlepa01,2019-2020,2020
Patrick Marleau,40,PIT,C,8,1,1,2,0,2,0.1,1,0,0,0,1,0,0,16,6.3,123,2,9,7,13,35.0,marlepa01,2019-2020,2020
Mitch Marner,22,TOR,RW,59,16,51,67,6,16,6.2,10,6,0,2,32,18,1,154,10.4,1272,37,24,7,19,26.9,marnemi01,2019-2020,2020
Pat Maroon,31,TBL,LW,64,9,14,23,4,71,1.9,8,1,0,1,12,2,0,80,11.3,794,13,104,6,3,66.7,maroopa01,2019-2020,2020
Matt Martin,30,NYI,LW,55,5,3,8,-1,40,0.4,5,0,0,2,3,0,0,49,10.2,573,24,242,3,4,42.9,martima02,2019-2020,2020
Alec Martinez,32,LAK,D,41,1,7,8,-9,17,1.4,1,0,0,0,5,2,0,59,1.7,882,85,32,0,0,,martial01,2019-2020,2020
Alec Martinez,32,VEG,D,10,2,6,8,5,6,1.6,2,0,0,0,4,2,0,16,12.5,215,32,11,0,0,,martial01,2019-2020,2020
Jordan Martinook,27,CAR,LW,45,2,11,13,-2,22,0.6,2,0,0,1,9,0,2,44,4.5,507,23,72,66,62,51.6,martijo01,2019-2020,2020
Mike Matheson,25,FLA,D,59,8,12,20,-1,14,3.2,7,1,0,1,11,1,0,104,7.7,1064,53,44,0,0,,mathemi01,2019-2020,2020
Stefan Matteau,25,CBJ,LW,9,2,1,3,0,5,0.4,2,0,0,0,1,0,0,18,11.1,111,10,27,0,0,,mattest02,2019-2020,2020
Auston Matthews,22,TOR,C,70,47,33,80,19,8,10.8,35,12,0,5,20,13,0,290,16.2,1468,60,40,506,415,54.9,matthau01,2019-2020,2020
Scott Mayfield,27,NYI,D,67,5,8,13,8,53,3.9,5,0,0,1,6,0,2,98,5.1,1336,117,93,0,0,,mayfisc01,2019-2020,2020
Gerald Mayhew,27,MIN,F,13,2,0,2,4,2,0.3,2,0,0,0,0,0,0,16,12.5,150,6,11,3,3,50.0,mayhege01,2019-2020,2020
Charlie McAvoy,22,BOS,D,67,5,27,32,24,41,6.9,4,1,0,1,25,1,1,101,5.0,1552,131,131,0,0,,mcavoch01,2019-2020,2020
Jake McCabe,26,BUF,D,66,3,10,13,-11,41,2.0,2,0,1,1,10,0,0,75,4.0,1223,90,91,0,0,,mccabja01,2019-2020,2020
Jared McCann,23,PIT,C,66,14,21,35,6,17,3.5,12,2,0,4,17,4,0,150,9.3,1006,27,89,265,306,46.4,mccanja01,2019-2020,2020
Connor McDavid,23,EDM,C,64,34,63,97,-6,28,10.9,23,11,0,6,31,32,0,212,16.0,1399,18,37,320,350,47.8,mcdavco01,2019-2020,2020
Ryan McDonagh,30,TBL,D,50,1,11,12,7,19,2.4,1,0,0,0,10,0,1,50,2.0,1035,101,36,0,0,,mcdonry01,2019-2020,2020
Brock McGinn,25,CAR,LW,68,7,10,17,-4,17,0.8,5,0,2,1,10,0,0,93,7.5,898,28,80,15,24,38.5,mcginbr01,2019-2020,2020
Dylan McIlrath,27,DET,D,16,0,0,0,-4,23,0.1,0,0,0,0,0,0,0,14,0.0,237,12,48,0,0,,mcilrdy01,2019-2020,2020
Greg McKegg,27,NYR,C,53,5,4,9,-2,17,0.4,4,0,1,0,3,0,1,40,12.5,507,24,69,104,107,49.3,mckeggr01,2019-2020,2020
Michael McLeod,21,NJD,C,12,0,2,2,4,4,0.2,0,0,0,0,2,0,0,11,0.0,123,6,19,40,40,50.0,mcleomi01,2019-2020,2020
Brayden McNabb,29,VEG,D,71,2,7,9,1,40,2.2,1,0,1,0,7,0,0,73,2.7,1421,133,201,0,0,,mcnabbr01,2019-2020,2020
Jayson Megna,29,COL,C,8,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,54,5,10,0,1,0.0,megnaja01,2019-2020,2020
Timo Meier,23,SJS,RW,70,22,27,49,-22,42,4.6,20,2,0,2,20,7,0,199,11.1,1210,38,155,12,25,32.4,meierti01,2019-2020,2020
Brennan Menell,22,MIN,D,5,0,0,0,1,2,0.1,0,0,0,0,0,0,0,4,0.0,70,4,2,0,0,,menelbr01,2019-2020,2020
Nicholas Merkley,22,NJD,RW,4,1,1,2,0,2,0.2,1,0,0,0,1,0,0,8,12.5,45,2,9,0,0,,merklni01,2019-2020,2020
Dakota Mermis,26,NJD,D,10,1,3,4,7,4,1.3,1,0,0,0,3,0,0,17,5.9,192,21,20,0,0,,mermida01,2019-2020,2020
Jonathon Merrill,27,VEG,D,49,2,5,7,9,32,2.2,2,0,0,0,4,0,1,37,5.4,890,71,51,0,0,,merrijo01,2019-2020,2020
Victor Mete,21,MTL,D,51,4,7,11,5,20,2.6,4,0,0,1,6,1,0,57,7.0,816,60,20,0,0,,metevi01,2019-2020,2020
Jacob Middleton,24,SJS,D,10,0,2,2,-2,9,0.2,0,0,0,0,2,0,0,9,0.0,108,5,18,0,0,,middlja01,2019-2020,2020
Ilya Mikheyev,25,TOR,F,39,8,15,23,7,4,2.3,7,0,1,1,15,0,0,98,8.2,607,13,26,3,1,75.0,mikheil01,2019-2020,2020
Niko Mikkola,23,STL,D,5,0,1,1,3,0,0.4,0,0,0,0,1,0,0,10,0.0,72,3,5,0,0,,mikkoni01,2019-2020,2020
Sonny Milano,23,CBJ,LW,46,5,13,18,-5,22,1.3,5,0,0,1,12,1,0,64,7.8,581,9,25,0,0,,milanso01,2019-2020,2020
Sonny Milano,23,ANA,LW,9,2,3,5,-2,4,0.4,1,1,0,1,2,1,0,11,18.2,139,4,1,0,0,,milanso01,2019-2020,2020
Colin Miller,27,BUF,D,51,1,10,11,-9,22,1.4,1,0,0,1,7,3,0,79,1.3,874,40,87,0,0,,milleco02,2019-2020,2020
J.T. Miller,26,VAN,C,69,27,45,72,11,47,7.9,18,9,0,3,27,16,2,165,16.4,1387,38,123,425,293,59.2,millejt01,2019-2020,2020
Casey Mittelstadt,21,BUF,C,31,4,5,9,-5,2,0.5,3,1,0,1,4,1,0,34,11.8,396,8,11,86,99,46.5,mitteca01,2019-2020,2020
Sean Monahan,25,CGY,C,70,22,26,48,-16,25,4.6,14,8,0,5,18,8,0,166,13.3,1267,22,65,549,495,52.6,monahse01,2019-2020,2020
Brandon Montour,25,BUF,D,54,5,13,18,13,28,4.4,5,0,0,0,11,2,0,86,5.8,1053,53,60,0,0,,montobr01,2019-2020,2020
John Moore,29,BOS,D,24,2,1,3,-2,11,0.7,2,0,0,0,1,0,0,33,6.1,397,27,36,0,0,,moorejo01,2019-2020,2020
Trevor Moore,24,TOR,LW,27,3,2,5,-3,4,0.0,3,0,0,0,1,0,1,41,7.3,348,12,53,2,6,25.0,mooretr01,2019-2020,2020
Trevor Moore,24,LAK,LW,15,3,2,5,-1,2,0.5,3,0,0,0,2,0,0,19,15.8,194,5,7,2,4,33.3,mooretr01,2019-2020,2020
Samuel Morin,24,PHI,D,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,0,2,0,0,,morinsa01,2019-2020,2020
Josh Morrissey,24,WPG,D,65,5,26,31,1,24,4.9,4,1,0,0,15,11,0,120,4.2,1480,59,34,0,0,,morrijo04,2019-2020,2020
Tyler Motte,24,VAN,C,34,4,4,8,-10,10,0.0,4,0,0,0,4,0,0,38,10.5,446,37,118,8,11,42.1,mottety01,2019-2020,2020
Mirco Mueller,24,NJD,D,50,2,5,7,-13,23,1.0,2,0,0,0,4,1,0,29,6.9,882,91,63,0,0,,muellmi01,2019-2020,2020
Connor Murphy,26,CHI,D,58,5,14,19,2,27,3.5,5,0,0,0,13,0,1,117,4.3,1233,138,128,0,0,,murphco02,2019-2020,2020
Ryan Murray,26,CBJ,D,27,2,7,9,-9,4,1.2,2,0,0,0,5,2,0,32,6.3,539,50,12,0,0,,murrary01,2019-2020,2020
Jake Muzzin,30,TOR,D,53,6,17,23,12,40,4.3,6,0,0,1,16,0,1,99,6.1,1145,110,109,0,0,,muzzija01,2019-2020,2020
Philippe Myers,23,PHI,D,50,4,12,16,17,30,4.0,4,0,0,0,12,0,0,78,5.1,855,44,80,0,0,,myersph01,2019-2020,2020
Tyler Myers,29,VAN,D,68,6,15,21,-7,49,3.3,4,1,1,1,9,6,0,134,4.5,1463,108,99,0,0,,myersty01,2019-2020,2020
Vladislav Namestnikov,27,OTT,C,54,13,12,25,-5,35,2.3,8,1,4,2,8,2,2,85,15.3,817,39,93,19,19,50.0,namesvl01,2019-2020,2020
Vladislav Namestnikov,27,COL,C,9,4,2,6,2,8,0.8,3,1,0,0,2,0,0,10,40.0,135,6,14,1,4,20.0,namesvl01,2019-2020,2020
Vladislav Namestnikov,27,NYR,C,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,27,2,1,2,2,50.0,namesvl01,2019-2020,2020
Riley Nash,30,CBJ,C,64,5,9,14,6,10,1.1,4,0,1,1,9,0,0,64,7.8,758,36,68,245,267,47.9,nashri02,2019-2020,2020
James Neal,32,EDM,LW,55,19,12,31,-20,12,3.0,7,12,0,2,7,5,0,112,17.0,897,17,88,11,20,35.5,nealja01,2019-2020,2020
Martin Necas,21,CAR,C,64,16,20,36,-6,20,3.5,11,5,0,3,16,4,0,88,18.2,907,19,65,13,35,27.1,necasma01,2019-2020,2020
Brock Nelson,28,NYI,C,68,26,28,54,6,32,6.3,22,4,0,5,25,3,0,175,14.9,1282,44,49,615,573,51.8,nelsobr01,2019-2020,2020
Patrik Nemeth,27,DET,D,64,1,8,9,-10,28,2.5,1,0,0,1,7,0,1,89,1.1,1410,92,80,0,0,,nemetpa01,2019-2020,2020
Aaron Ness,29,ARI,D,24,0,1,1,1,0,0.6,0,0,0,0,1,0,0,11,0.0,301,20,17,0,0,,nessaa01,2019-2020,2020
Valeri Nichushkin,24,COL,RW,65,13,14,27,26,14,3.4,11,1,1,3,14,0,0,113,11.5,915,22,84,2,3,40.0,nichuva01,2019-2020,2020
Nino Niederreiter,27,CAR,RW,67,11,18,29,-3,42,2.2,7,4,0,2,11,7,0,115,9.6,993,19,52,1,3,25.0,niedeni01,2019-2020,2020
Frans Nielsen,35,DET,C,60,4,5,9,-13,8,-0.2,3,0,1,0,2,2,1,86,4.7,821,35,44,210,246,46.1,nielsfr01,2019-2020,2020
Matthew Nieto,27,COL,LW,70,8,13,21,7,6,1.5,6,0,2,3,13,0,0,85,9.4,945,23,37,2,3,40.0,nietoma01,2019-2020,2020
Boo Nieves,26,NYR,C,4,0,0,0,2,4,0.0,0,0,0,0,0,0,0,2,0.0,30,2,3,14,5,73.7,nievecr01,2019-2020,2020
Sami Niku,23,WPG,D,17,0,5,5,-2,12,0.6,0,0,0,0,5,0,0,27,0.0,275,19,16,0,0,,nikusa01,2019-2020,2020
Matt Niskanen,33,PHI,D,68,8,25,33,15,29,6.4,3,4,1,0,16,9,0,126,6.3,1490,84,124,0,0,,niskama01,2019-2020,2020
Stefan Noesen,26,SJS,RW,34,6,2,8,-1,32,0.8,5,1,0,2,2,0,0,59,10.2,402,16,64,4,10,28.6,noesest01,2019-2020,2020
Stefan Noesen,26,PIT,RW,6,1,0,1,0,0,0.1,1,0,0,0,0,0,0,8,12.5,59,1,10,3,1,75.0,noesest01,2019-2020,2020
Joakim Nordstrom,27,BOS,C,48,4,3,7,-6,17,0.0,4,0,0,0,3,0,0,49,8.2,581,31,91,1,6,14.3,nordsjo02,2019-2020,2020
Joshua Norris,20,OTT,C,3,0,0,0,2,0,0.0,0,0,0,0,0,0,0,9,0.0,54,2,3,30,19,61.2,norrijo01,2019-2020,2020
Tomas Nosek,27,VEG,C,67,8,7,15,-2,20,0.9,7,0,1,1,7,0,0,93,8.6,778,38,91,217,216,50.1,nosekto01,2019-2020,2020
Ryan Nugent-Hopkins,26,EDM,C,65,22,39,61,1,33,6.4,15,7,0,4,22,17,0,172,12.8,1330,44,33,205,199,50.7,nugenry01,2019-2020,2020
Darnell Nurse,24,EDM,D,71,5,28,33,-2,48,5.5,5,0,0,1,23,5,0,170,2.9,1665,141,172,0,0,,nurseda01,2019-2020,2020
Markus Nutivaara,25,CBJ,D,37,3,6,9,2,4,2.2,3,0,0,0,5,1,0,47,6.4,589,33,35,0,0,,nutivma01,2019-2020,2020
Joakim Nygard,27,EDM,F,33,3,6,9,0,8,0.7,2,1,0,0,6,0,0,39,7.7,353,8,18,3,3,50.0,nygarjo01,2019-2020,2020
Alexander Nylander,21,CHI,LW,65,10,16,26,-2,10,2.2,10,0,0,1,14,2,0,94,10.6,789,14,29,5,14,26.3,nylanal01,2019-2020,2020
William Nylander,23,TOR,C,68,31,28,59,-2,12,6.7,22,9,0,7,20,8,0,197,15.7,1238,14,9,106,106,50.0,nylanwi01,2019-2020,2020
Gustav Nyquist,30,CBJ,RW,70,15,27,42,4,16,4.2,11,3,1,3,21,6,0,151,9.9,1262,26,37,17,16,51.5,nyquigu01,2019-2020,2020
Logan O'Connor,23,COL,RW,16,2,0,2,0,2,0.2,2,0,0,1,0,0,0,15,13.3,135,8,20,0,1,0.0,oconnlo01,2019-2020,2020
Ryan O'Reilly,28,STL,C,71,12,49,61,11,10,5.4,9,2,1,3,33,16,0,118,10.2,1461,42,16,880,676,56.6,oreilry01,2019-2020,2020
Jordan Oesterle,27,ARI,D,58,3,10,13,-9,14,2.2,3,0,0,0,8,2,0,69,4.3,987,88,48,0,0,,oestejo01,2019-2020,2020
Kyle Okposo,31,BUF,RW,52,9,10,19,-3,28,1.7,8,1,0,2,10,0,0,82,11.0,668,15,55,38,33,53.5,okposky01,2019-2020,2020
Jamie Oleksiak,27,DAL,D,69,3,7,10,-6,41,2.4,3,0,0,1,7,0,0,76,3.9,1091,59,153,0,0,,oleksja01,2019-2020,2020
Mathieu Olivier,22,NSH,F,8,0,1,1,1,4,0.0,0,0,0,0,1,0,0,6,0.0,60,1,17,0,0,,olivima01,2019-2020,2020
Gustav Olofsson,25,MTL,D,3,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,2,0.0,24,6,1,0,0,,olofsgu01,2019-2020,2020
Victor Olofsson,24,BUF,RW,54,20,22,42,-1,6,4.7,9,11,0,4,16,6,0,127,15.7,993,16,10,1,1,50.0,olofsvi01,2019-2020,2020
Dmitry Orlov,28,WSH,D,69,4,23,27,5,36,4.0,3,1,0,2,18,4,1,105,3.8,1530,82,106,0,0,,orlovdm01,2019-2020,2020
T.J. Oshie,33,WSH,C,69,26,23,49,4,26,5.5,16,10,0,4,21,2,0,133,19.5,1262,58,90,119,119,50.0,oshietj01,2019-2020,2020
Xavier Ouellet,26,MTL,D,12,0,2,2,0,4,0.3,0,0,0,0,2,0,0,8,0.0,167,15,24,0,0,,ouellxa01,2019-2020,2020
Alex Ovechkin,34,WSH,LW,68,48,19,67,-12,30,8.7,35,13,0,3,14,5,0,311,15.4,1405,30,184,1,0,100.0,ovechal01,2019-2020,2020
Max Pacioretty,31,VEG,LW,71,32,34,66,18,44,8.6,24,8,0,5,23,11,0,307,10.4,1272,35,90,51,45,53.1,pacioma01,2019-2020,2020
Jean-Gabriel Pageau,27,OTT,C,60,24,16,40,10,32,5.0,17,4,3,5,8,5,3,135,17.8,1158,48,116,542,476,53.2,pageaje01,2019-2020,2020
Jean-Gabriel Pageau,27,NYI,C,7,2,0,2,-6,17,0.0,1,1,0,0,0,0,0,16,12.5,126,5,12,73,58,55.7,pageaje01,2019-2020,2020
Ondrej Palat,28,TBL,LW,69,17,24,41,25,22,4.7,12,4,1,2,20,4,0,128,13.3,1117,61,145,7,14,33.3,palaton01,2019-2020,2020
Kyle Palmieri,28,NJD,RW,65,25,20,45,-4,41,5.3,14,11,0,3,13,7,0,155,16.1,1112,36,74,12,25,32.4,palmiky01,2019-2020,2020
Artemi Panarin,28,NYR,LW,69,32,63,95,36,20,11.4,25,7,0,4,46,17,0,209,15.3,1422,18,25,1,1,50.0,panarar01,2019-2020,2020
Richard Panik,28,WSH,RW,59,9,13,22,16,36,2.5,9,0,0,1,13,0,0,67,13.4,669,19,75,11,8,57.9,panikri01,2019-2020,2020
Cedric Paquette,26,TBL,C,61,7,11,18,-1,42,1.0,6,0,1,0,10,0,1,78,9.0,796,49,175,316,305,50.9,paquece01,2019-2020,2020
Colton Parayko,26,STL,D,64,10,18,28,8,16,5.7,7,3,0,1,15,2,1,162,6.2,1472,106,87,0,0,,parayco01,2019-2020,2020
Zach Parise,35,MIN,LW,69,25,21,46,-11,8,4.7,12,12,1,4,15,6,0,155,16.1,1187,38,27,41,36,53.2,parisza01,2019-2020,2020
David Pastrnak,23,BOS,RW,70,48,47,95,21,40,13.2,28,20,0,10,29,18,0,279,17.2,1327,22,47,7,11,38.9,pastrda01,2019-2020,2020
Greg Pateryn,29,MIN,D,20,0,3,3,1,6,0.6,0,0,0,0,3,0,0,22,0.0,309,30,25,0,0,,patergr01,2019-2020,2020
Nick Paul,24,OTT,LW,56,9,11,20,0,24,1.6,9,0,0,2,10,1,0,103,8.7,809,39,122,191,182,51.2,paulni01,2019-2020,2020
Joe Pavelski,35,DAL,C,67,14,17,31,6,29,3.2,8,6,0,3,11,5,1,125,11.2,1134,52,62,351,301,53.8,paveljo01,2019-2020,2020
Tanner Pearson,27,VAN,LW,69,21,24,45,-4,27,4.5,16,3,2,3,16,7,1,164,12.8,1139,40,96,3,14,17.6,pearsta01,2019-2020,2020
Matthew Peca,26,OTT,C,9,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,3,0.0,101,3,12,42,35,54.5,pecama01,2019-2020,2020
Matthew Peca,26,MTL,C,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0.0,45,1,3,1,1,50.0,pecama01,2019-2020,2020
Andrew Peeke,21,CBJ,D,22,1,2,3,1,4,0.9,1,0,0,0,2,0,0,23,4.3,305,21,25,0,0,,peekean01,2019-2020,2020
