Season,Lg,Player,Age,Tm,Pos,G,A,PTS,+/-,W,L,T/O,GAA,SV%,OPS,DPS,GPS,PS,YR_INT,Award,Description,pid,PIM
2018-19,NHL,Robin Lehner,27,NYI,G,0.0,1.0,1.0,0.0,25.0,13.0,5.0,2.13,0.93,0.0,0.0,10.2,10.2,2019,Masterton,Qualities of Perseverance and Sportsmanship,lehnero01,
2017-18,NHL,Brian Boyle,33,NJD,C,13.0,10.0,23.0,-9.0,,,,,,1.2,0.7,0.0,2.0,2018,Masterton,Qualities of Perseverance and Sportsmanship,boylebr01,
2016-17,NHL,Craig Anderson,35,OTT,G,0.0,1.0,1.0,0.0,25.0,11.0,4.0,2.28,0.9259999999999999,0.0,0.0,9.2,9.2,2017,Masterton,Qualities of Perseverance and Sportsmanship,andercr01,
2015-16,NHL,Jaromir Jagr,43,FLA,RW,27.0,39.0,66.0,23.0,,,,,,6.9,2.3,0.0,9.2,2016,Masterton,Qualities of Perseverance and Sportsmanship,jagrja01,
2014-15,NHL,Devan Dubnyk,28,TOT,G,0.0,2.0,2.0,0.0,36.0,14.0,4.0,2.07,0.929,0.0,0.0,12.6,12.6,2015,Masterton,Qualities of Perseverance and Sportsmanship,dubnyde01,
2013-14,NHL,Dominic Moore,33,NYR,C,6.0,12.0,18.0,0.0,,,,,,0.3,1.1,0.0,1.4,2014,Masterton,Qualities of Perseverance and Sportsmanship,mooredo01,
2012-13,NHL,Josh Harding,28,MIN,G,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.24,0.863,0.0,0.0,0.0,0.0,2013,Masterton,Qualities of Perseverance and Sportsmanship,hardijo01,
2011-12,NHL,Max Pacioretty,23,MTL,LW,33.0,32.0,65.0,2.0,,,,,,7.1,1.9,0.0,9.0,2012,Masterton,Qualities of Perseverance and Sportsmanship,pacioma01,
2010-11,NHL,Ian Laperriere,37,,RW,,,,,,,,,,,,,,2011,Masterton,Qualities of Perseverance and Sportsmanship,laperia01,
2009-10,NHL,Jose Theodore,33,WSH,G,0.0,2.0,2.0,0.0,30.0,7.0,7.0,2.81,0.9109999999999999,0.0,0.0,8.0,8.0,2010,Masterton,Qualities of Perseverance and Sportsmanship,theodjo01,
2008-09,NHL,Steve Sullivan,34,NSH,LW,11.0,21.0,32.0,2.0,,,,,,2.3,1.1,0.0,3.3,2009,Masterton,Qualities of Perseverance and Sportsmanship,sullist01,
2007-08,NHL,Jason Blake,34,TOR,LW,15.0,37.0,52.0,-4.0,,,,,,3.1,1.2,0.0,4.2,2008,Masterton,Qualities of Perseverance and Sportsmanship,blakeja01,
2006-07,NHL,Phil Kessel,19,BOS,RW,11.0,18.0,29.0,-12.0,,,,,,1.3,0.7,0.0,2.0,2007,Masterton,Qualities of Perseverance and Sportsmanship,kesseph01,
2005-06,NHL,Teemu Selanne,35,MDA,RW,40.0,50.0,90.0,28.0,,,,,,8.7,2.7,0.0,11.4,2006,Masterton,Qualities of Perseverance and Sportsmanship,selante01,
2003-04,NHL,Bryan Berard,26,CHI,D,13.0,34.0,47.0,-24.0,,,,,,5.2,0.9,0.0,6.1,2004,Masterton,Qualities of Perseverance and Sportsmanship,berarbr01,
2002-03,NHL,Steve Yzerman,37,DET,C,2.0,6.0,8.0,6.0,,,,,,0.4,0.5,0.0,0.8,2003,Masterton,Qualities of Perseverance and Sportsmanship,yzermst01,
2001-02,NHL,Saku Koivu,27,MTL,C,0.0,2.0,2.0,0.0,,,,,,0.1,0.0,0.0,0.1,2002,Masterton,Qualities of Perseverance and Sportsmanship,koivusa01,
2000-01,NHL,Adam Graves,32,NYR,LW,10.0,16.0,26.0,-16.0,,,,,,0.1,0.3,0.0,0.5,2001,Masterton,Qualities of Perseverance and Sportsmanship,gravead01,
1999-00,NHL,Ken Daneyko,35,NJD,D,0.0,6.0,6.0,13.0,,,,,,-0.9,3.9,0.0,3.0,2000,Masterton,Qualities of Perseverance and Sportsmanship,daneyke01,
1998-99,NHL,John Cullen,34,TBL,C,0.0,0.0,0.0,-2.0,,,,,,-0.1,0.0,0.0,-0.2,1999,Masterton,Qualities of Perseverance and Sportsmanship,cullejo01,
1997-98,NHL,Jamie McLennan,26,STL,G,0.0,0.0,0.0,0.0,16.0,8.0,2.0,2.17,0.903,0.0,0.0,3.4,3.4,1998,Masterton,Qualities of Perseverance and Sportsmanship,mclenja01,
1996-97,NHL,Tony Granato,32,SJS,RW,25.0,15.0,40.0,-7.0,,,,,,3.3,0.9,0.0,4.2,1997,Masterton,Qualities of Perseverance and Sportsmanship,granato01,
1995-96,NHL,Gary Roberts,29,CGY,LW,22.0,20.0,42.0,15.0,,,,,,4.3,1.0,0.0,5.3,1996,Masterton,Qualities of Perseverance and Sportsmanship,roberga01,
1994-95,NHL,Pat LaFontaine,29,BUF,C,12.0,15.0,27.0,2.0,,,,,,2.8,0.4,0.0,3.2,1995,Masterton,Qualities of Perseverance and Sportsmanship,lafonpa01,
1993-94,NHL,Cam Neely,28,BOS,RW,50.0,24.0,74.0,12.0,,,,,,8.5,1.1,0.0,9.6,1994,Masterton,Qualities of Perseverance and Sportsmanship,neelyca01,
1992-93,NHL,Mario Lemieux,27,PIT,C,69.0,91.0,160.0,55.0,,,,,,14.7,2.2,0.0,16.8,1993,Masterton,Qualities of Perseverance and Sportsmanship,lemiema01,
1991-92,NHL,Mark Fitzpatrick,23,NYI,G,0.0,2.0,2.0,0.0,11.0,13.0,5.0,3.2,0.902,0.0,0.0,6.2,6.2,1992,Masterton,Qualities of Perseverance and Sportsmanship,fitzpma01,
1990-91,NHL,Dave Taylor,35,LAK,RW,23.0,30.0,53.0,27.0,,,,,,3.2,1.4,0.0,4.6,1991,Masterton,Qualities of Perseverance and Sportsmanship,tayloda01,
1989-90,NHL,Gord Kluzak,25,BOS,D,0.0,2.0,2.0,4.0,,,,,,0.0,0.7,0.0,0.7,1990,Masterton,Qualities of Perseverance and Sportsmanship,kluzago01,
1988-89,NHL,Tim Kerr,29,PHI,RW,48.0,40.0,88.0,-4.0,,,,,,7.2,0.8,0.0,8.1,1989,Masterton,Qualities of Perseverance and Sportsmanship,kerrti01,
1987-88,NHL,Bob Bourne,33,LAK,C,7.0,11.0,18.0,-31.0,,,,,,-0.9,0.1,0.0,-0.8,1988,Masterton,Qualities of Perseverance and Sportsmanship,bournbo01,
1986-87,NHL,Doug Jarvis,31,HAR,C,9.0,13.0,22.0,0.0,,,,,,-0.7,1.1,0.0,0.3,1987,Masterton,Qualities of Perseverance and Sportsmanship,jarvido01,
1985-86,NHL,Charlie Simmer,31,BOS,LW,36.0,24.0,60.0,13.0,,,,,,4.5,1.1,0.0,5.5,1986,Masterton,Qualities of Perseverance and Sportsmanship,simmech01,
1984-85,NHL,Anders Hedberg,33,NYR,RW,20.0,31.0,51.0,-14.0,,,,,,2.4,0.6,0.0,3.0,1985,Masterton,Qualities of Perseverance and Sportsmanship,hedbean01,
1983-84,NHL,Brad Park,35,DET,D,5.0,53.0,58.0,-31.0,,,,,,2.8,2.6,0.0,5.4,1984,Masterton,Qualities of Perseverance and Sportsmanship,parkbr01,
1982-83,NHL,Lanny McDonald,29,CGY,RW,66.0,32.0,98.0,-1.0,,,,,,8.8,1.0,0.0,9.8,1983,Masterton,Qualities of Perseverance and Sportsmanship,mcdonla01,
1981-82,NHL,Glenn Resch,33,CLR,G,0.0,2.0,2.0,0.0,16.0,31.0,11.0,4.04,0.879,0.0,0.0,9.0,9.0,1982,Masterton,Qualities of Perseverance and Sportsmanship,reschgl01,
1980-81,NHL,Blake Dunlop,27,STL,C,20.0,67.0,87.0,15.0,,,,,,4.4,1.3,0.0,5.6,1981,Masterton,Qualities of Perseverance and Sportsmanship,dunlobl01,
1979-80,NHL,Al MacAdam,27,MNS,LW,42.0,51.0,93.0,36.0,,,,,,7.4,2.1,0.0,9.4,1980,Masterton,Qualities of Perseverance and Sportsmanship,macadal01,
1978-79,NHL,Serge Savard,33,MTL,D,7.0,26.0,33.0,47.0,,,,,,1.4,6.9,0.0,8.3,1979,Masterton,Qualities of Perseverance and Sportsmanship,savarse01,
1977-78,NHL,Butch Goring,28,LAK,C,37.0,36.0,73.0,-4.0,,,,,,5.8,1.2,0.0,7.0,1978,Masterton,Qualities of Perseverance and Sportsmanship,gorinbu01,
1976-77,NHL,Ed Westfall,36,NYI,RW,14.0,33.0,47.0,21.0,,,,,,1.7,1.6,0.0,3.3,1977,Masterton,Qualities of Perseverance and Sportsmanship,westfed01,
1975-76,NHL,Rod Gilbert,34,NYR,RW,36.0,50.0,86.0,-8.0,,,,,,6.8,0.9,0.0,7.6,1976,Masterton,Qualities of Perseverance and Sportsmanship,gilbero01,
1974-75,NHL,Don Luce,26,BUF,C,33.0,43.0,76.0,61.0,,,,,,5.4,2.5,0.0,7.9,1975,Masterton,Qualities of Perseverance and Sportsmanship,lucedo01,
1973-74,NHL,Henri Richard,37,MTL,C,19.0,36.0,55.0,7.0,,,,,,3.3,0.9,0.0,4.3,1974,Masterton,Qualities of Perseverance and Sportsmanship,richahe01,
1972-73,NHL,Lowell MacDonald,31,PIT,LW,34.0,41.0,75.0,36.0,,,,,,5.7,2.3,0.0,8.0,1973,Masterton,Qualities of Perseverance and Sportsmanship,macdolo01,
1971-72,NHL,Bobby Clarke,22,PHI,C,35.0,46.0,81.0,24.0,,,,,,7.3,2.2,0.0,9.4,1972,Masterton,Qualities of Perseverance and Sportsmanship,clarkbo01,
1970-71,NHL,Jean Ratelle,30,NYR,C,26.0,46.0,72.0,27.0,,,,,,5.3,2.0,0.0,7.3,1971,Masterton,Qualities of Perseverance and Sportsmanship,ratelje01,
1969-70,NHL,Pit Martin,26,CBH,C,30.0,33.0,63.0,21.0,,,,,,5.4,1.7,0.0,7.1,1970,Masterton,Qualities of Perseverance and Sportsmanship,martipi01,
1968-69,NHL,Ted Hampson,32,OAK,C,26.0,49.0,75.0,-13.0,,,,,,5.9,0.8,0.0,6.7,1969,Masterton,Qualities of Perseverance and Sportsmanship,hampste01,
1967-68,NHL,Claude Provost,34,MTL,RW,14.0,30.0,44.0,17.0,,,,,,2.3,1.5,0.0,3.8,1968,Masterton,Qualities of Perseverance and Sportsmanship,provocl01,
2019-20,NHL,Leon Draisaitl,24,EDM,C,43.0,67.0,110.0,-7.0,,,,,,10.9,1.8,0.0,12.8,2020,Lindsay,Most Outstanding Player as Selected by the NHLPA,draisle01,
2018-19,NHL,Nikita Kucherov,25,TBL,RW,41.0,87.0,128.0,24.0,,,,,,12.3,2.3,0.0,14.6,2019,Lindsay,Most Outstanding Player as Selected by the NHLPA,kucheni01,
2017-18,NHL,Connor McDavid,21,EDM,C,41.0,67.0,108.0,20.0,,,,,,10.5,2.6,0.0,13.1,2018,Lindsay,Most Outstanding Player as Selected by the NHLPA,mcdavco01,
2016-17,NHL,Connor McDavid,20,EDM,C,30.0,70.0,100.0,27.0,,,,,,9.7,3.0,0.0,12.8,2017,Lindsay,Most Outstanding Player as Selected by the NHLPA,mcdavco01,
2015-16,NHL,Patrick Kane,27,CHI,RW,46.0,60.0,106.0,17.0,,,,,,12.4,2.6,0.0,15.0,2016,Lindsay,Most Outstanding Player as Selected by the NHLPA,kanepa01,
2014-15,NHL,Carey Price,27,MTL,G,0.0,1.0,1.0,0.0,44.0,16.0,6.0,1.96,0.9329999999999999,0.0,0.0,16.2,16.2,2015,Lindsay,Most Outstanding Player as Selected by the NHLPA,priceca01,
2013-14,NHL,Sidney Crosby,26,PIT,C,36.0,68.0,104.0,18.0,,,,,,10.7,2.8,0.0,13.5,2014,Lindsay,Most Outstanding Player as Selected by the NHLPA,crosbsi01,
2012-13,NHL,Sidney Crosby,25,PIT,C,15.0,41.0,56.0,26.0,,,,,,5.8,1.7,0.0,7.5,2013,Lindsay,Most Outstanding Player as Selected by the NHLPA,crosbsi01,
2011-12,NHL,Evgeni Malkin,25,PIT,C,50.0,59.0,109.0,18.0,,,,,,13.4,2.3,0.0,15.7,2012,Lindsay,Most Outstanding Player as Selected by the NHLPA,malkiev01,
2010-11,NHL,Daniel Sedin,30,VAN,LW,41.0,63.0,104.0,30.0,,,,,,11.5,2.8,0.0,14.3,2011,Lindsay,Most Outstanding Player as Selected by the NHLPA,sedinda01,
2009-10,NHL,Alex Ovechkin,24,WSH,LW,50.0,59.0,109.0,45.0,,,,,,13.0,2.5,0.0,15.6,2010,Lindsay,Most Outstanding Player as Selected by the NHLPA,ovechal01,
2008-09,NHL,Alex Ovechkin,23,WSH,LW,56.0,54.0,110.0,8.0,,,,,,12.5,2.0,0.0,14.5,2009,Lindsay,Most Outstanding Player as Selected by the NHLPA,ovechal01,
2007-08,NHL,Alex Ovechkin,22,WSH,LW,65.0,47.0,112.0,28.0,,,,,,14.1,3.1,0.0,17.2,2008,Lindsay,Most Outstanding Player as Selected by the NHLPA,ovechal01,
2006-07,NHL,Sidney Crosby,19,PIT,C,36.0,84.0,120.0,10.0,,,,,,11.3,2.0,0.0,13.3,2007,Lindsay,Most Outstanding Player as Selected by the NHLPA,crosbsi01,
2005-06,NHL,Jaromir Jagr,33,NYR,RW,54.0,69.0,123.0,34.0,,,,,,12.1,3.4,0.0,15.5,2006,Lindsay,Most Outstanding Player as Selected by the NHLPA,jagrja01,
2003-04,NHL,Martin St. Louis,28,TBL,RW,38.0,56.0,94.0,35.0,,,,,,10.1,3.1,0.0,13.2,2004,Lindsay,Most Outstanding Player as Selected by the NHLPA,stlouma01,
2002-03,NHL,Markus Naslund,29,VAN,LW,48.0,56.0,104.0,6.0,,,,,,11.7,1.8,0.0,13.5,2003,Lindsay,Most Outstanding Player as Selected by the NHLPA,nasluma02,
2001-02,NHL,Jarome Iginla,24,CGY,RW,52.0,44.0,96.0,27.0,,,,,,11.2,3.2,0.0,14.4,2002,Lindsay,Most Outstanding Player as Selected by the NHLPA,iginlja01,
2000-01,NHL,Joe Sakic,31,COL,C,54.0,64.0,118.0,45.0,,,,,,12.2,3.6,0.0,15.9,2001,Lindsay,Most Outstanding Player as Selected by the NHLPA,sakicjo01,
1999-00,NHL,Jaromir Jagr,27,PIT,RW,42.0,54.0,96.0,25.0,,,,,,9.9,2.3,0.0,12.2,2000,Lindsay,Most Outstanding Player as Selected by the NHLPA,jagrja01,
1998-99,NHL,Jaromir Jagr,26,PIT,RW,44.0,83.0,127.0,17.0,,,,,,11.9,2.7,0.0,14.6,1999,Lindsay,Most Outstanding Player as Selected by the NHLPA,jagrja01,
1997-98,NHL,Dominik Hasek,33,BUF,G,0.0,2.0,2.0,0.0,33.0,23.0,13.0,2.09,0.932,0.0,0.0,18.6,18.6,1998,Lindsay,Most Outstanding Player as Selected by the NHLPA,hasekdo01,
1996-97,NHL,Dominik Hasek,32,BUF,G,0.0,3.0,3.0,0.0,37.0,20.0,10.0,2.27,0.93,0.0,0.0,17.2,17.2,1997,Lindsay,Most Outstanding Player as Selected by the NHLPA,hasekdo01,
1995-96,NHL,Mario Lemieux,30,PIT,C,69.0,92.0,161.0,10.0,,,,,,16.6,0.7,0.0,17.4,1996,Lindsay,Most Outstanding Player as Selected by the NHLPA,lemiema01,
1994-95,NHL,Eric Lindros,21,PHI,C,29.0,41.0,70.0,27.0,,,,,,7.3,1.5,0.0,8.8,1995,Lindsay,Most Outstanding Player as Selected by the NHLPA,lindrer01,
1993-94,NHL,Sergei Fedorov,24,DET,C,56.0,64.0,120.0,48.0,,,,,,11.7,2.1,0.0,13.8,1994,Lindsay,Most Outstanding Player as Selected by the NHLPA,fedorse01,
1992-93,NHL,Mario Lemieux,27,PIT,C,69.0,91.0,160.0,55.0,,,,,,14.7,2.2,0.0,16.8,1993,Lindsay,Most Outstanding Player as Selected by the NHLPA,lemiema01,
1991-92,NHL,Mark Messier,31,NYR,C,35.0,72.0,107.0,31.0,,,,,,8.1,1.7,0.0,9.9,1992,Lindsay,Most Outstanding Player as Selected by the NHLPA,messima01,
1990-91,NHL,Brett Hull,26,STL,RW,86.0,45.0,131.0,23.0,,,,,,13.8,1.5,0.0,15.4,1991,Lindsay,Most Outstanding Player as Selected by the NHLPA,hullbr01,
1989-90,NHL,Mark Messier,29,EDM,C,45.0,84.0,129.0,19.0,,,,,,9.8,1.5,0.0,11.3,1990,Lindsay,Most Outstanding Player as Selected by the NHLPA,messima01,
1988-89,NHL,Steve Yzerman,23,DET,C,65.0,90.0,155.0,17.0,,,,,,13.0,1.4,0.0,14.4,1989,Lindsay,Most Outstanding Player as Selected by the NHLPA,yzermst01,
1987-88,NHL,Mario Lemieux,22,PIT,C,70.0,98.0,168.0,23.0,,,,,,14.7,1.5,0.0,16.2,1988,Lindsay,Most Outstanding Player as Selected by the NHLPA,lemiema01,
1986-87,NHL,Wayne Gretzky,26,EDM,C,62.0,121.0,183.0,69.0,,,,,,15.2,2.4,0.0,17.6,1987,Lindsay,Most Outstanding Player as Selected by the NHLPA,gretzwa01,
1985-86,NHL,Mario Lemieux,20,PIT,C,48.0,93.0,141.0,-8.0,,,,,,9.9,0.9,0.0,10.9,1986,Lindsay,Most Outstanding Player as Selected by the NHLPA,lemiema01,
1984-85,NHL,Wayne Gretzky,24,EDM,C,73.0,135.0,208.0,100.0,,,,,,16.6,3.0,0.0,19.6,1985,Lindsay,Most Outstanding Player as Selected by the NHLPA,gretzwa01,
1983-84,NHL,Wayne Gretzky,23,EDM,C,87.0,118.0,205.0,78.0,,,,,,17.4,2.2,0.0,19.6,1984,Lindsay,Most Outstanding Player as Selected by the NHLPA,gretzwa01,
1982-83,NHL,Wayne Gretzky,22,EDM,C,71.0,125.0,196.0,61.0,,,,,,16.1,1.9,0.0,18.0,1983,Lindsay,Most Outstanding Player as Selected by the NHLPA,gretzwa01,
1981-82,NHL,Wayne Gretzky,21,EDM,C,92.0,120.0,212.0,80.0,,,,,,17.2,2.5,0.0,19.7,1982,Lindsay,Most Outstanding Player as Selected by the NHLPA,gretzwa01,
1980-81,NHL,Mike Liut,25,STL,G,0.0,0.0,0.0,0.0,33.0,14.0,13.0,3.35,0.894,0.0,0.0,11.6,11.6,1981,Lindsay,Most Outstanding Player as Selected by the NHLPA,liutmi01,
1979-80,NHL,Marcel Dionne,28,LAK,C,53.0,84.0,137.0,34.0,,,,,,11.6,2.0,0.0,13.5,1980,Lindsay,Most Outstanding Player as Selected by the NHLPA,dionnma01,
1978-79,NHL,Marcel Dionne,27,LAK,C,59.0,71.0,130.0,22.0,,,,,,11.4,1.8,0.0,13.3,1979,Lindsay,Most Outstanding Player as Selected by the NHLPA,dionnma01,
1977-78,NHL,Guy Lafleur,26,MTL,RW,60.0,72.0,132.0,73.0,,,,,,13.1,2.7,0.0,15.8,1978,Lindsay,Most Outstanding Player as Selected by the NHLPA,laflegu01,
1976-77,NHL,Guy Lafleur,25,MTL,RW,56.0,80.0,136.0,89.0,,,,,,12.7,3.0,0.0,15.7,1977,Lindsay,Most Outstanding Player as Selected by the NHLPA,laflegu01,
1975-76,NHL,Guy Lafleur,24,MTL,RW,56.0,69.0,125.0,67.0,,,,,,11.1,2.7,0.0,13.8,1976,Lindsay,Most Outstanding Player as Selected by the NHLPA,laflegu01,
1974-75,NHL,Bobby Orr,26,BOS,D,46.0,89.0,135.0,80.0,,,,,,13.1,8.4,0.0,21.5,1975,Lindsay,Most Outstanding Player as Selected by the NHLPA,orrbo01,
1973-74,NHL,Phil Esposito,31,BOS,C,68.0,77.0,145.0,51.0,,,,,,15.0,2.0,0.0,17.0,1974,Lindsay,Most Outstanding Player as Selected by the NHLPA,esposph01,
1972-73,NHL,Bobby Clarke,23,PHI,C,37.0,67.0,104.0,32.0,,,,,,8.5,1.8,0.0,10.3,1973,Lindsay,Most Outstanding Player as Selected by the NHLPA,clarkbo01,
1971-72,NHL,Jean Ratelle,31,NYR,C,46.0,63.0,109.0,61.0,,,,,,11.1,2.5,0.0,13.6,1972,Lindsay,Most Outstanding Player as Selected by the NHLPA,ratelje01,
1970-71,NHL,Phil Esposito,28,BOS,C,76.0,76.0,152.0,69.0,,,,,,16.2,2.3,0.0,18.5,1971,Lindsay,Most Outstanding Player as Selected by the NHLPA,esposph01,
2019-20,NHL,Sean Couturier,27,PHI,C,22.0,37.0,59.0,21.0,,,,,,4.4,2.2,0.0,6.6,2020,Selke,Top Defensive Forward,coutuse01,
2018-19,NHL,Ryan O'Reilly,27,STL,C,28.0,49.0,77.0,22.0,,,,,,5.8,3.0,0.0,8.8,2019,Selke,Top Defensive Forward,oreilry01,
2017-18,NHL,Anze Kopitar,30,LAK,C,35.0,57.0,92.0,21.0,,,,,,7.9,3.1,0.0,11.0,2018,Selke,Top Defensive Forward,kopitan01,
2016-17,NHL,Patrice Bergeron,31,BOS,C,21.0,32.0,53.0,12.0,,,,,,4.2,2.5,0.0,6.6,2017,Selke,Top Defensive Forward,bergepa01,
2015-16,NHL,Anze Kopitar,28,LAK,C,25.0,49.0,74.0,34.0,,,,,,6.5,3.3,0.0,9.7,2016,Selke,Top Defensive Forward,kopitan01,
2014-15,NHL,Patrice Bergeron,29,BOS,C,23.0,32.0,55.0,2.0,,,,,,4.7,1.7,0.0,6.4,2015,Selke,Top Defensive Forward,bergepa01,
2013-14,NHL,Patrice Bergeron,28,BOS,C,30.0,32.0,62.0,38.0,,,,,,6.4,2.8,0.0,9.2,2014,Selke,Top Defensive Forward,bergepa01,
2012-13,NHL,Jonathan Toews,24,CHI,C,23.0,25.0,48.0,28.0,,,,,,5.6,2.0,0.0,7.6,2013,Selke,Top Defensive Forward,toewsjo01,
2011-12,NHL,Patrice Bergeron,26,BOS,C,22.0,42.0,64.0,36.0,,,,,,5.7,2.7,0.0,8.3,2012,Selke,Top Defensive Forward,bergepa01,
2010-11,NHL,Ryan Kesler,26,VAN,C,41.0,32.0,73.0,24.0,,,,,,7.6,2.7,0.0,10.4,2011,Selke,Top Defensive Forward,keslery01,
2009-10,NHL,Pavel Datsyuk,31,DET,C,27.0,43.0,70.0,17.0,,,,,,5.8,2.7,0.0,8.6,2010,Selke,Top Defensive Forward,datsypa01,
2008-09,NHL,Pavel Datsyuk,30,DET,C,32.0,65.0,97.0,34.0,,,,,,8.9,2.6,0.0,11.5,2009,Selke,Top Defensive Forward,datsypa01,
2007-08,NHL,Pavel Datsyuk,29,DET,C,31.0,66.0,97.0,41.0,,,,,,8.8,3.7,0.0,12.6,2008,Selke,Top Defensive Forward,datsypa01,
2006-07,NHL,Rod Brind'Amour,36,CAR,C,26.0,56.0,82.0,7.0,,,,,,5.7,2.5,0.0,8.2,2007,Selke,Top Defensive Forward,brindro01,
2005-06,NHL,Rod Brind'Amour,35,CAR,C,31.0,39.0,70.0,8.0,,,,,,4.5,2.2,0.0,6.8,2006,Selke,Top Defensive Forward,brindro01,
2003-04,NHL,Kris Draper,32,DET,C,24.0,16.0,40.0,22.0,,,,,,3.9,2.1,0.0,6.0,2004,Selke,Top Defensive Forward,drapekr01,
2002-03,NHL,Jere Lehtinen,29,DAL,RW,31.0,17.0,48.0,39.0,,,,,,4.3,3.2,0.0,7.5,2003,Selke,Top Defensive Forward,lehtije01,
2001-02,NHL,Michael Peca,27,NYI,C,25.0,35.0,60.0,19.0,,,,,,4.8,2.4,0.0,7.2,2002,Selke,Top Defensive Forward,pecami01,
2000-01,NHL,John Madden,27,NJD,LW,23.0,15.0,38.0,24.0,,,,,,2.7,1.9,0.0,4.6,2001,Selke,Top Defensive Forward,maddejo01,
1999-00,NHL,Steve Yzerman,34,DET,C,35.0,44.0,79.0,28.0,,,,,,7.3,2.5,0.0,9.8,2000,Selke,Top Defensive Forward,yzermst01,
1998-99,NHL,Jere Lehtinen,25,DAL,RW,20.0,32.0,52.0,29.0,,,,,,3.6,2.9,0.0,6.5,1999,Selke,Top Defensive Forward,lehtije01,
1997-98,NHL,Jere Lehtinen,24,DAL,RW,23.0,19.0,42.0,19.0,,,,,,4.0,1.8,0.0,5.7,1998,Selke,Top Defensive Forward,lehtije01,
1996-97,NHL,Michael Peca,22,BUF,C,20.0,29.0,49.0,26.0,,,,,,3.4,1.7,0.0,5.1,1997,Selke,Top Defensive Forward,pecami01,
1995-96,NHL,Sergei Fedorov,26,DET,RW,39.0,68.0,107.0,49.0,,,,,,9.5,2.5,0.0,12.0,1996,Selke,Top Defensive Forward,fedorse01,
1994-95,NHL,Ron Francis,31,PIT,C,11.0,48.0,59.0,30.0,,,,,,4.6,1.2,0.0,5.8,1995,Selke,Top Defensive Forward,francro01,
1993-94,NHL,Sergei Fedorov,24,DET,C,56.0,64.0,120.0,48.0,,,,,,11.7,2.1,0.0,13.8,1994,Selke,Top Defensive Forward,fedorse01,
1992-93,NHL,Doug Gilmour,29,TOR,C,32.0,95.0,127.0,32.0,,,,,,8.7,2.2,0.0,11.0,1993,Selke,Top Defensive Forward,gilmodo01,
1991-92,NHL,Guy Carbonneau,31,MTL,C,18.0,21.0,39.0,2.0,,,,,,1.7,1.1,0.0,2.8,1992,Selke,Top Defensive Forward,carbogu01,
1990-91,NHL,Dirk Graham,31,CHI,RW,24.0,21.0,45.0,12.0,,,,,,2.4,1.4,0.0,3.8,1991,Selke,Top Defensive Forward,grahadi01,
1989-90,NHL,Rick Meagher,36,STL,C,8.0,17.0,25.0,4.0,,,,,,-0.5,1.2,0.0,0.7,1990,Selke,Top Defensive Forward,meaghri01,
1988-89,NHL,Guy Carbonneau,28,MTL,C,26.0,30.0,56.0,37.0,,,,,,2.9,2.1,0.0,5.0,1989,Selke,Top Defensive Forward,carbogu01,
1987-88,NHL,Guy Carbonneau,27,MTL,C,17.0,21.0,38.0,14.0,,,,,,1.0,1.4,0.0,2.4,1988,Selke,Top Defensive Forward,carbogu01,
1986-87,NHL,Dave Poulin,28,PHI,C,25.0,45.0,70.0,47.0,,,,,,4.2,2.0,0.0,6.3,1987,Selke,Top Defensive Forward,poulida02,
1985-86,NHL,Troy Murray,23,CBH,C,45.0,54.0,99.0,32.0,,,,,,6.9,1.6,0.0,8.5,1986,Selke,Top Defensive Forward,murratr01,
1984-85,NHL,Craig Ramsay,33,BUF,LW,12.0,21.0,33.0,17.0,,,,,,0.1,1.8,0.0,1.8,1985,Selke,Top Defensive Forward,ramsacr01,
1983-84,NHL,Doug Jarvis,28,WSH,C,13.0,29.0,42.0,6.0,,,,,,0.7,1.5,0.0,2.1,1984,Selke,Top Defensive Forward,jarvido01,
1982-83,NHL,Bobby Clarke,33,PHI,C,23.0,62.0,85.0,37.0,,,,,,4.4,1.8,0.0,6.1,1983,Selke,Top Defensive Forward,clarkbo01,
1981-82,NHL,Steve Kasper,20,BOS,C,20.0,31.0,51.0,-18.0,,,,,,1.9,0.6,0.0,2.5,1982,Selke,Top Defensive Forward,kaspest01,
1980-81,NHL,Bob Gainey,27,MTL,LW,23.0,24.0,47.0,13.0,,,,,,1.9,1.4,0.0,3.2,1981,Selke,Top Defensive Forward,gainebo01,
1979-80,NHL,Bob Gainey,26,MTL,LW,14.0,19.0,33.0,-1.0,,,,,,1.1,0.7,0.0,1.8,1980,Selke,Top Defensive Forward,gainebo01,
1978-79,NHL,Bob Gainey,25,MTL,LW,20.0,18.0,38.0,12.0,,,,,,1.3,1.1,0.0,2.4,1979,Selke,Top Defensive Forward,gainebo01,
1977-78,NHL,Bob Gainey,24,MTL,LW,15.0,16.0,31.0,11.0,,,,,,1.2,0.7,0.0,1.9,1978,Selke,Top Defensive Forward,gainebo01,
2019-20,NHL,Jaroslav Halak,34,BOS,G,,,,,18.0,6.0,6.0,2.39,0.919,0.0,0.0,6.1,6.1,2020,Jennings,Goalie(s) With the Fewest Goals Scored Against,halakja01,
2019-20,NHL,Tuukka Rask,32,BOS,G,,,,,26.0,8.0,6.0,2.12,0.929,0.0,0.0,9.1,9.1,2020,Jennings,Goalie(s) With the Fewest Goals Scored Against,rasktu01,
